Region,Region_Name,CL_Category,CL,Percentage,Count
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),15,22.50602209,5419
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),17,71.05656616,17109
Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),18,6.437411745,1550
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),18,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),21,22.50602209,5419
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,C (Max Max),26,77.49397791,18659
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),6,7.749813107,1866
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),7,84.18888612,20271
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),8,8.061300772,1941
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),12,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Blackjack Springs Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),3,81.27965406,2963457
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),5,18.72015394,682537
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),7,0.000191991,7
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),5,0.055211175,2013
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),11,1.398518541,50990
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),15,98.54627028,3592998
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),17,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),18,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),7,0.055101466,2009
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),13,0.000109709,4
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),18,1.398518541,50990
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),21,98.54627028,3592998
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,C (Max Max),26,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),5,0.660888464,24096
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),6,14.21395661,518241
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),7,75.7426287,2761577
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),8,9.382334234,342080
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),12,0.000191991,7
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),3,99.99821796,112229
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),7,0.001782039,2
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),11,89.5412141,100493
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),13,3.305682031,3710
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),14,6.791349984,7622
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),15,0.269087863,302
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),17,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),18,0.092666019,104
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),18,96.1222835,107879
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),21,3.785050476,4248
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,C (Max Max),26,0.092666019,104
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),5,20.50057471,23008
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),6,0.01514733,17
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),7,79.48249592,89204
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),12,0.001782039,2
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Breadloaf Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),3,92.98372514,15426
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),5,6.992163954,1160
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),7,0.02411091,4
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),11,39.87944545,6616
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),13,1.735985533,288
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),14,5.858951175,972
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),15,26.67269439,4425
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),17,12.39300784,2056
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),18,13.45991561,2233
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),18,45.66606389,7576
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),21,28.48101266,4725
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,C (Max Max),26,25.85292345,4289
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),5,8.74623267,1451
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),6,0.626883665,104
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),7,90.60277275,15031
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),12,0.02411091,4
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Bristol Cliffs Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),3,92.66493921,13947
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),6,7.235399641,1089
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),7,0.099661152,15
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),14,29.69237924,4469
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),17,16.39093748,2467
Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),18,53.91668328,8115
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),18,29.69237924,4469
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),21,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,C (Max Max),26,70.30762076,10582
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),5,0.033220384,5
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),6,23.35392997,3515
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),7,7.786858016,1172
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),8,45.09999336,6788
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),10,23.62633712,3556
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),12,0.099661152,15
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),14,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),15,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),17,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),18,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),21,0,0
Forest Service Wilderness Areas,Brush Mountain East Wilderness,D (Min Max),26,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),3,89.8002103,17934
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),6,9.899354063,1977
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),7,0.255370287,51
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),12,0.045065345,9
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),18,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),14,17.37519403,3470
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),17,40.17325121,8023
Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),18,42.45155475,8478
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),12,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),13,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),14,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),15,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),17,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),18,17.37519403,3470
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),19,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),21,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),23,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,C (Max Max),26,82.62480597,16501
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),6,20.86525462,4167
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),7,3.930699514,785
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),8,24.83100496,4959
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),9,2.93926193,587
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),10,47.13334335,9413
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Brush Mountain Wilderness,D (Min Max),12,0.255370287,51
