Abiotic,Region,Region_Name,COUNT,AREA_M2,AREA_Acres,AREA_HA,MIN,MAX,RANGE,MEAN,STD,Shape_Area M2
Depth to Bedrock,Forest Service Admin Areas,Ottawa National Forest,6956189,6260570100,1547018.1745605,626057.01,0,1.52,1.52,1.489957,0.185565,6324406706.442230
Depth to Bedrock,Forest Service Admin Areas,Shawnee National Forest,4150633,3735569700,923077.9507185,373556.97,0.33,2.25,1.92,1.418903,0.265718,3763693518.254750
Depth to Bedrock,Forest Service Admin Areas,Superior National Forest,16817914,15136122600,3740211.5750730,1513612.26,0,1.52,1.52,0.835566,0.583428,15733793671.581300
Depth to Bedrock,Forest Service Admin Areas,Wayne National Forest,3849210,3464289000,856043.1333450,346428.90,0.51,3.05,2.54,0.94222,0.280746,3464759940.155300
Depth to Bedrock,Forest Service Admin Areas,White Mountain National Forest,4238765,3814888500,942678.0227925,381488.85,0,1.52,1.52,1.10927,0.612025,3814865892.637300
Depth to Bedrock,Forest Service Wilderness Areas,Allegheny Islands Wilderness,1678,1510200,373.1779710,151.02,1.02,1.52,0.5,1.225006,0.245918,1504465.412977
Depth to Bedrock,Forest Service Wilderness Areas,Bald Knob Wilderness,26220,23598000,5831.1837900,2359.80,1.43,1.52,0.09,1.51977,0.004544,23592594.596893
Depth to Bedrock,Forest Service Wilderness Areas,Barbours Creek Wilderness,24782,22303800,5511.3804990,2230.38,0,1.52,1.52,0.860106,0.317989,22297938.505662
Depth to Bedrock,Forest Service Wilderness Areas,Bay Creek Wilderness,12421,11178900,2762.3620845,1117.89,0.64,1.52,0.88,1.361016,0.287184,11170089.578802
Depth to Bedrock,Forest Service Wilderness Areas,Beartown Wilderness,25246,22721400,5614.5715470,2272.14,0,1.52,1.52,0.73679,0.294409,22713553.219524
Depth to Bedrock,Forest Service Wilderness Areas,Beaver Creek Wilderness,21819,19637100,4852.4255955,1963.71,0.56,0.89,0.33,0.567769,0.038752,19644522.266469
Depth to Bedrock,Forest Service Wilderness Areas,Big Branch Wilderness,30254,27228600,6728.3232030,2722.86,0.28,1.52,1.24,0.751237,0.384474,27215287.546814
Depth to Bedrock,Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,0,1.52,1.52,0.569059,0.180389,20829020.825377
Depth to Bedrock,Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,1.52,1.52,0,1.52,0,23181142.160588
Depth to Bedrock,Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,1.52,1.52,0,1.52,0,23926981.998344
Depth to Bedrock,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4596889,4137200100,1022322.8307105,413720.01,0,1.52,1.52,0.386605,0.1821,4446640502.385940
Depth to Bedrock,Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,0,1.52,1.52,1.037908,0.558558,101111910.561700
Depth to Bedrock,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,0,1.52,1.52,1.170729,0.537757,15176924.560965
Depth to Bedrock,Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,0.3,1.52,1.22,0.341968,0.18161,15156386.407373
Depth to Bedrock,Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,0.3,1.52,1.22,0.343692,0.0887,19404389.446175
Depth to Bedrock,Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,0.64,1.52,0.88,1.225375,0.367432,15134251.243920
Depth to Bedrock,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,0.46,1.52,1.06,1.478094,0.094018,45467081.802363
Depth to Bedrock,Forest Service Wilderness Areas,Charles C. Deam Wilderness,56305,50674500,12521.9223225,5067.45,0.41,1.83,1.42,0.85884,0.28024,50737520.221437
Depth to Bedrock,Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,1.45,1.52,0.07,1.519714,0.004464,19179631.258969
Depth to Bedrock,Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,0.46,1.78,1.32,0.74029,0.158504,50790844.685120
Depth to Bedrock,Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,0.77,1.22,0.45,0.89236,0.089798,193204860.120276
Depth to Bedrock,Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,1.52,1.52,0,1.52,0.000001,48368648.243970
Depth to Bedrock,Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,0,1.52,1.52,0.804962,0.173735,71939581.033790
Depth to Bedrock,Forest Service Wilderness Areas,Garden Mountain Wilderness,14980,13482000,3331.4696100,1348.20,0.3,1.09,0.79,0.524113,0.191835,13478363.484108
Depth to Bedrock,Forest Service Wilderness Areas,Garden of the Gods Wilderness,17895,16105500,3979.7495775,1610.55,0.64,1.52,0.88,1.061619,0.403059,16097992.314646
Depth to Bedrock,Forest Service Wilderness Areas,George D. Aiken Wilderness,21580,19422000,4799.2733100,1942.20,0.43,1.52,1.09,0.814954,0.373014,19426544.842033
Depth to Bedrock,Forest Service Wilderness Areas,Glastenbury Wilderness,100384,90345600,22324.8494880,9034.56,0.43,1.52,1.09,0.930023,0.464037,90366341.070641
Depth to Bedrock,Forest Service Wilderness Areas,Great Gulf Wilderness,25444,22899600,5658.6056580,2289.96,0,1.52,1.52,1.519522,0.026948,22897419.548727
Depth to Bedrock,Forest Service Wilderness Areas,Headwaters Wilderness,99376,89438400,22100.6758320,8943.84,1.52,1.52,0,1.52,0.000001,89436658.829258
Depth to Bedrock,Forest Service Wilderness Areas,Hickory Creek Wilderness,38824,34941600,8634.2440680,3494.16,0.8,1.78,0.98,1.417049,0.253276,34936116.791550
Depth to Bedrock,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,17461,15714900,3883.2303645,1571.49,0.61,1.52,0.91,1.479456,0.176858,15789811.313093
Depth to Bedrock,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,38085,34276500,8469.8945325,3427.65,0,1.52,1.52,0.540084,0.276406,34279848.971497
Depth to Bedrock,Forest Service Wilderness Areas,James River Face Wilderness,40050,36045000,8906.8997250,3604.50,0.48,1.52,1.04,0.868888,0.330538,36044435.290978
Depth to Bedrock,Forest Service Wilderness Areas,Joseph Battell Wilderness,55472,49924800,12336.6677040,4992.48,0,1.52,1.52,1.096831,0.547228,49923838.816750
Depth to Bedrock,Forest Service Wilderness Areas,Kimberling Creek Wilderness,26652,23986800,5927.2582140,2398.68,0.3,1.52,1.22,0.65702,0.222644,23989645.749636
Depth to Bedrock,Forest Service Wilderness Areas,Laurel Fork North Wilderness,27205,24484500,6050.2423725,2448.45,0.77,1.07,0.3,0.840861,0.03795,24475882.546086
Depth to Bedrock,Forest Service Wilderness Areas,Laurel Fork South Wilderness,26248,23623200,5837.4108360,2362.32,0.77,0.86,0.09,0.840583,0.035751,23632291.686621
Depth to Bedrock,Forest Service Wilderness Areas,Lewis Fork Wilderness,27321,24588900,6076.0401345,2458.89,0.69,1.27,0.58,0.960531,0.277995,24586190.516298
Depth to Bedrock,Forest Service Wilderness Areas,Little Dry Run Wilderness,12849,11564100,2857.5469305,1156.41,0.3,1.52,1.22,0.708385,0.323479,11559294.033495
Depth to Bedrock,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,24553,22097700,5460.4521585,2209.77,0.58,1.52,0.94,1.134607,0.249702,22101228.581508
Depth to Bedrock,Forest Service Wilderness Areas,Lusk Creek Wilderness,29843,26858700,6636.9190635,2685.87,0.71,2.25,1.54,1.282551,0.344483,26838325.364239
Depth to Bedrock,Forest Service Wilderness Areas,Lye Brook Wilderness,81476,73328400,18119.8142820,7332.84,0.38,1.52,1.14,1.108069,0.483166,73336837.294428
Depth to Bedrock,Forest Service Wilderness Areas,Mackinac Wilderness,51402,46261800,11431.5220890,4626.18,0,1.52,1.52,1.293539,0.473862,46256561.106846
Depth to Bedrock,Forest Service Wilderness Areas,McCormick Wilderness,77398,69658200,17212.8895110,6965.82,0,1.52,1.52,0.453481,0.51859,69671648.433768
Depth to Bedrock,Forest Service Wilderness Areas,Mountain Lake Wilderness,74320,66888000,16528.3592400,6688.80,0,1.52,1.52,0.698955,0.287533,66872713.209213
Depth to Bedrock,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,14649,13184100,3257.8570305,1318.41,1.52,1.52,0,1.52,0,13238039.846655
Depth to Bedrock,Forest Service Wilderness Areas,Otter Creek Wilderness,93100,83790000,20704.9279500,8379.00,0.58,1.3,0.72,0.818816,0.141997,83792094.357996
Depth to Bedrock,Forest Service Wilderness Areas,Panther Den Wilderness,4447,4002300,988.9883415,400.23,1.45,1.52,0.07,1.504149,0.029297,3998641.286128
Depth to Bedrock,Forest Service Wilderness Areas,Pemigewasset Wilderness,205965,185368500,45805.4831925,18536.85,0,1.52,1.52,0.528327,0.535408,185382333.352366
Depth to Bedrock,Forest Service Wilderness Areas,Peru Peak Wilderness,35189,31670100,7825.8400605,3167.01,0.41,1.52,1.11,0.802143,0.397143,31664130.688052
Depth to Bedrock,Forest Service Wilderness Areas,Peters Mountain Wilderness,20336,18302400,4522.6145520,1830.24,0,1.52,1.52,0.879061,0.336981,18296887.879617
Depth to Bedrock,Forest Service Wilderness Areas,Porcupine Lake Wilderness,19370,17433000,4307.7814650,1743.30,0.71,1.52,0.81,1.519289,0.023986,17434749.108024
Depth to Bedrock,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,124115,111703500,27602.4933675,11170.35,0,1.52,1.52,1.284719,0.461381,111711742.054301
Depth to Bedrock,Forest Service Wilderness Areas,Priest Wilderness,26960,24264000,5995.7557200,2426.40,0,0.77,0.77,0.176116,0.305305,24257114.863938
Depth to Bedrock,Forest Service Wilderness Areas,Raccoon Branch Wilderness,19000,17100000,4225.4955000,1710.00,0.3,0.77,0.47,0.352503,0.139434,17099857.313983
Depth to Bedrock,Forest Service Wilderness Areas,Rainbow Lake Wilderness,32257,29031300,7173.7793865,2903.13,1.52,1.52,0,1.52,0,29043951.115976
Depth to Bedrock,Forest Service Wilderness Areas,Ramseys Draft Wilderness,29569,26612100,6575.9829705,2661.21,0.41,1.73,1.32,0.998967,0.306936,26614362.158183
Depth to Bedrock,Forest Service Wilderness Areas,Rich Hole Wilderness,29369,26432100,6531.5040705,2643.21,0,1.52,1.52,0.583735,0.34222,26433207.047714
Depth to Bedrock,Forest Service Wilderness Areas,Roaring Plains West Wilderness,30542,27487800,6792.3728190,2748.78,0,1.65,1.65,0.76291,0.171261,27494485.828466
Depth to Bedrock,Forest Service Wilderness Areas,Rock River Canyon Wilderness,23664,21297600,5262.7434480,2129.76,0,1.52,1.52,0.858107,0.482685,21288240.970846
Depth to Bedrock,Forest Service Wilderness Areas,Rough Mountain Wilderness,41943,37748700,9327.8925135,3774.87,0,1.52,1.52,0.204356,0.092428,37743888.077174
Depth to Bedrock,Forest Service Wilderness Areas,Round Island Wilderness,1654,1488600,367.8405030,148.86,0,1.52,1.52,1.463023,0.288719,1516946.622236
Depth to Bedrock,Forest Service Wilderness Areas,Saint Mary's Wilderness,44184,39765600,9826.2785880,3976.56,0.43,1.73,1.3,1.22005,0.394248,39767109.579329
Depth to Bedrock,Forest Service Wilderness Areas,Sandwich Range Wilderness,158754,142878600,35306.0164530,14287.86,0,1.52,1.52,0.467696,0.53486,142861033.854105
Depth to Bedrock,Forest Service Wilderness Areas,Shawvers Run Wilderness,26007,23406300,5783.8137615,2340.63,0.18,1.52,1.34,0.721635,0.227321,23405907.433414
Depth to Bedrock,Forest Service Wilderness Areas,Spice Run Wilderness,27143,24428700,6036.4539135,2442.87,0,0.94,0.94,0.788397,0.228147,24431262.091325
Depth to Bedrock,Forest Service Wilderness Areas,Stone Mountain Wilderness,14713,13241700,3272.0902785,1324.17,0,0.81,0.81,0.713444,0.0824,13245647.391149
Depth to Bedrock,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,75403,67862700,16769.2124835,6786.27,1.52,1.52,0,1.52,0.000001,67866940.146917
Depth to Bedrock,Forest Service Wilderness Areas,Sylvania Wilderness,82983,74684700,18454.9627935,7468.47,1.52,1.52,0,1.52,0.000001,74684759.065081
Depth to Bedrock,Forest Service Wilderness Areas,Three Ridges Wilderness,20740,18666000,4612.4619300,1866.60,0,0.91,0.91,0.223162,0.316335,18666108.433027
Depth to Bedrock,Forest Service Wilderness Areas,Thunder Ridge Wilderness,10924,9831600,2429.4375180,983.16,0.48,1.52,1.04,0.999638,0.371153,9823140.232682
Depth to Bedrock,Forest Service Wilderness Areas,Whisker Lake Wilderness,33022,29719800,7343.9111790,2971.98,0,1.52,1.52,1.122441,0.653051,29722828.749481
Depth to Bedrock,Forest Service Wilderness Areas,Wild River Wilderness,108059,97253100,24031.7272755,9725.31,1.27,1.52,0.25,1.519979,0.002281,97255552.687529
Depth to Bedrock,States,Connecticut,14221256,12799130400,3162729.1174920,1279913.04,0,1.52,1.52,1.247411,0.495471,12894953453.341300
Depth to Bedrock,States,Delaware,5686392,5117752800,1264622.3056440,511775.28,0.43,3,2.57,1.565024,0.231719,5309390666.975370
Depth to Bedrock,States,District of Columbia,170543,153488700,37927.8252135,15348.87,0.76,2.5,1.74,1.527184,0.102927,155936388.359822
Depth to Bedrock,States,Illinois,161166062,145049455800,35842445.7754590,14504945.58,0,2.25,2.25,1.499052,0.12925,146024416220.665000
Depth to Bedrock,States,Indiana,103980824,93582741600,23124763.3630680,9358274.16,0,2.75,2.75,1.462223,0.244191,93755290899.666200
Depth to Bedrock,States,Iowa,161468755,145321879500,35909763.0338475,14532187.95,0,1.91,1.91,1.497929,0.156984,145846157080.375000
Depth to Bedrock,States,Kentucky,114813118,103331806200,25533805.9710510,10333180.62,0,2.54,2.54,1.070959,0.427915,104525137684.948000
Depth to Bedrock,States,Maine,90491837,81442653300,20124886.8436965,8144265.33,0,1.52,1.52,1.08138,0.525597,84135338938.930200
Depth to Bedrock,States,Maryland,27752970,24977673000,6172107.8866650,2497767.30,0,3,3,1.366428,0.410734,25396939412.877900
Depth to Bedrock,States,Massachusetts,23111247,20800122300,5139814.2209415,2080012.23,0,1.52,1.52,1.223882,0.537306,21075180892.310700
Depth to Bedrock,States,Michigan,165043467,148539120300,36704759.3217315,14853912.03,0,1.78,1.78,1.470131,0.239214,150627432348.998000
Depth to Bedrock,States,Minnesota,235565431,212008887900,52388456.2445295,21200888.79,0,1.78,1.78,1.448139,0.280898,218546319047.010000
Depth to Bedrock,States,New Hampshire,26213134,23591820600,5829656.8293630,2359182.06,0,1.52,1.52,1.113411,0.597398,23983031539.622600
Depth to Bedrock,States,New Jersey,21517576,19365818400,4785390.5557320,1936581.84,0,2.44,2.44,1.360617,0.414318,19794577064.869600
Depth to Bedrock,States,New York,136830213,123147191700,30430286.8050285,12314719.17,0,2.17,2.17,1.235142,0.483074,125772761461.610000
Depth to Bedrock,States,Ohio,118565912,106709320800,26368406.7162840,10670932.08,0,3.05,3.05,1.378989,0.300999,106991293988.009000
Depth to Bedrock,States,Pennsylvania,129896221,116906598900,28888205.1211845,11690659.89,0,2.51,2.51,1.231333,0.462092,117298177736.458000
Depth to Bedrock,States,Rhode Island,3141036,2826932400,698549.1307020,282693.24,0,1.52,1.52,1.478443,0.245446,2838250544.449430
Depth to Bedrock,States,Vermont,26912254,24221028600,5985137.2722030,2422102.86,0,1.52,1.52,1.056391,0.539918,24949625876.598800
Depth to Bedrock,States,Virginia,114351413,102916271700,25431125.3184285,10291627.17,0,2.29,2.29,1.189486,0.459583,103515652655.207000
Depth to Bedrock,States,West Virginia,69465153,62518637700,15448667.9688585,6251863.77,0,2.03,2.03,0.821693,0.262078,62689825398.324900
Depth to Bedrock,States,Wisconsin,158961974,143065776600,35352268.7267430,14306577.66,0,2.03,2.03,1.379106,0.314369,145164873246.276000
Elevation,Class I Areas,Acadia NP,174407,156966300,38787.1575615,15696.63,-0.32,466.5,466.82,89.226739,83.018062,156976202.212794
Elevation,Class I Areas,Boundary Waters Canoe Area Wilderness,4892692,4403422800,1088107.7909940,440342.28,336,701.419983,365.419983,472.501335,64.06055,4415689551.038190
Elevation,Class I Areas,Brigantine Wilderness,10286,9257400,2287.5498270,925.74,-0.48,3.71,4.19,0.808311,0.822679,9785546.479338
Elevation,Class I Areas,Dolly Sods Wilderness,48235,43411500,10727.1987075,4341.15,788.179993,1258.22998,470.049988,1112.729346,90.715931,43407012.422794
Elevation,Class I Areas,Great Gulf Wilderness,27040,24336000,6013.5472800,2433.60,511.26001,1850.400024,1339.140015,1145.216406,319.986934,24333487.464179
Elevation,Class I Areas,James River Face Wilderness,40066,36059400,8910.4580370,3605.94,197.910004,930.549988,732.639984,525.366241,154.534004,36061953.654039
Elevation,Class I Areas,Lye Brook Wilderness,71351,64215900,15868.0699695,6421.59,220.550003,896.400024,675.850021,695.815818,143.960775,64221170.710860
Elevation,Class I Areas,Mammoth Cave NP,230884,207795600,51347.3317380,20779.56,126.879997,284.01001,157.130013,207.408013,33.601955,207797270.790150
Elevation,Class I Areas,Moosehorn Wilderness BAR,21584,19425600,4800.1628880,1942.56,36.5,128.229996,91.729996,70.808104,12.402017,19427383.657833
Elevation,Class I Areas,Moosehorn Wilderness EDM,12177,10959300,2708.0978265,1095.93,14.67,65.949997,51.279997,37.410333,10.122421,10966667.379660
Elevation,Class I Areas,Otter Creek Wilderness,89884,80895600,19989.7072380,8089.56,556.47998,1190.97998,634.5,974.526141,126.644817,80879488.939516
Elevation,Class I Areas,Presidential Range-Dry River Wilderness,125840,113256000,27986.1238800,11325.60,247.279999,1680.550049,1433.27005,835.339006,268.285753,113247489.248687
Elevation,Class I Areas,Rainbow Lake Wilderness,31684,28515600,7046.3473380,2851.56,322.23999,414.709991,92.470001,382.260899,15.732098,28527702.443629
Elevation,Class I Areas,Seney Wilderness,121260,109134000,26967.5570700,10913.40,211.800003,245.190002,33.389999,227.188943,7.185332,109129287.035413
Elevation,Class I Areas,Shenandoah NP,869029,782126100,193267.2699405,78212.61,163.800003,1232.699951,1068.899948,666.130276,183.575251,782161341.766315
Elevation,Class I Areas,Voyageurs NP,920691,828621900,204756.6145995,82862.19,335.059998,428.269989,93.209991,352.962362,16.569933,829261617.157305
Elevation,Ecoregions Combined,All Ecoregions,843031391,758728251900,187485544.6857500,75872825.19,-21.110001,1915.680054,1936.790054,326.021255,146.012659,760057317559.180000
Elevation,Ecoregions Level 2,Atlantic Highlands,167686040,150917436000,37292453.0227800,15091743.60,-0.39,1915.680054,1916.070054,423.179,172.405911,150924840138.306000
Elevation,Ecoregions Level 2,Mixed Wood Plains,438012017,394210815300,97411463.5147065,39421081.53,-21.110001,1099.640015,1120.750015,267.877835,131.661667,394420123294.760000
Elevation,Ecoregions Level 2,Mixed Wood Shield,237333334,213600000600,52781628.1482630,21360000.06,154.509995,701.419983,546.909988,364.682149,91.284444,214712354126.112000
Elevation,Ecoregions Level 3,Acadian Plains and Hills,50270084,45243075600,11179790.1961380,4524307.56,-11.17,741.080017,752.250017,126.184055,75.700982,45250035288.537900
Elevation,Ecoregions Level 3,Driftless Area,52651402,47386261800,11709382.2220890,4738626.18,175.740005,522.809998,347.069992,304.868821,51.884403,47386276779.215200
Elevation,Ecoregions Level 3,Eastern Great Lakes Lowlands,44745602,40271041800,9951175.7839890,4027104.18,20.389999,641.659973,621.269974,174.630553,89.758527,40301910537.527400
Elevation,Ecoregions Level 3,Erie Drift Plain,34399655,30959689500,7650294.0738975,3095968.95,168.389999,654.700012,486.310013,351.815974,65.136253,30959680375.094500
Elevation,Ecoregions Level 3,North Central Appalachians,29697029,26727326100,6604455.9159405,2672732.61,97.910004,787.280029,689.370026,512.459773,108.244889,26727356832.030000
Elevation,Ecoregions Level 3,North Central Hardwood Forests,98601981,88741782900,21928538.2635045,8874178.29,145.050003,584.76001,439.710007,332.543715,67.307089,88909527413.238700
Elevation,Ecoregions Level 3,Northeastern Coastal Zone,46739020,42065118000,10394500.9833900,4206511.80,-21.110001,398.829987,419.939987,91.211706,67.965341,42067270135.634400
Elevation,Ecoregions Level 3,Northern Allegheny Plateau,51678032,46510228800,11492910.0876240,4651022.88,11.86,1099.640015,1087.780015,446.288518,114.76395,46510281698.888000
Elevation,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,137989011,124190109900,30687997.1068395,12419010.99,-0.39,1915.680054,1916.070054,403.964617,177.523062,124197483306.276000
Elevation,Ecoregions Level 3,Northern Lakes and Forests,211969615,190772653500,47140876.5431175,19077265.35,154.509995,701.419983,546.909988,364.868663,96.127535,191883316525.475000
Elevation,Ecoregions Level 3,Northern Minnesota Wetlands,25363719,22827347100,5640751.6051455,2282734.71,278.059998,461.019989,182.959991,363.123418,27.28903,22829037600.637000
Elevation,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,58926241,53033616900,13104871.9040745,5303361.69,172.330002,390.179993,217.849991,252.967648,34.828401,53035141066.624500
Elevation,Forest Service Admin Areas,Allegheny National Forest,3331340,2998206000,740871.6936300,299820.60,316.170013,713.460022,397.290009,524.638787,67.278028,2998212079.749840
Elevation,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,9016913,8115221700,2005311.8581785,811522.17,183.300003,578.969971,395.669968,442.30946,56.25611,8115684316.383020
Elevation,Forest Service Admin Areas,Chippewa National Forest,7197246,6477521400,1600627.9255470,647752.14,388.829987,497.940002,109.110016,408.487415,12.189847,6477469656.434470
Elevation,Forest Service Admin Areas,Daniel Boone National Forest,9046948,8142253200,2011991.4769860,814225.32,182.729996,884.609985,701.87999,359.468283,82.397009,8268286834.790360
Elevation,Forest Service Admin Areas,George Washington and Jefferson National Forest,15724830,14152347000,3497115.7054350,1415234.70,148.309998,1745.52002,1597.210022,698.141571,216.060375,14152380131.178300
Elevation,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3839575,3455617500,853900.3623375,345561.75,123.290001,1240.75,1117.459999,551.234938,186.101259,3455616314.805460
Elevation,Forest Service Admin Areas,Hiawatha National Forest,5833583,5250224700,1297356.7744935,525022.47,176,342.940002,166.940002,231.897313,30.47341,5257791263.285730
Elevation,Forest Service Admin Areas,Hoosier National Forest,2908756,2617880400,646891.3362420,261788.04,113.739998,296.48999,182.749992,197.557515,32.24875,2617898935.632780
Elevation,Forest Service Admin Areas,Huron-Manistee National Forest,9119543,8207588700,2028136.2057135,820758.87,173.289993,518.190002,344.900009,277.758747,60.745662,8207866260.109320
Elevation,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,483787,435408300,107591.5679715,43540.83,104.809998,201.979996,97.169998,140.075943,18.669897,693184850.032161
Elevation,Forest Service Admin Areas,Midewin National Tallgrass Prairie,123951,111555900,27566.0206695,11155.59,153.339996,213.339996,60,184.048009,13.617861,111555877.560034
Elevation,Forest Service Admin Areas,Monongahela National Forest,7660639,6894575100,1703683.9800855,689457.51,286.619995,1482,1195.380005,924.90045,200.11334,6894554207.279570
Elevation,Forest Service Admin Areas,Ottawa National Forest,7026580,6323922000,1562672.7458100,632392.20,182.779999,585.640015,402.860016,430.665236,74.222234,6324406706.442230
Elevation,Forest Service Admin Areas,Shawnee National Forest,4179329,3761396100,929459.7832905,376139.61,89.959999,324.339996,234.379997,153.786498,35.946902,3763693518.254750
Elevation,Forest Service Admin Areas,Superior National Forest,17477102,15729391800,3886811.3607390,1572939.18,183.410004,701.419983,518.009979,466.293524,68.512493,15733793671.581300
Elevation,Forest Service Admin Areas,Wayne National Forest,3849708,3464737200,856153.8858060,346473.72,157.490005,426.600006,269.110001,262.2572,38.715614,3464759940.155300
Elevation,Forest Service Admin Areas,White Mountain National Forest,4238765,3814888500,942678.0227925,381488.85,43.68,1915.680054,1872.000053,605.479695,265.422895,3814865892.637300
Elevation,Forest Service Wilderness Areas,Allegheny Islands Wilderness,1678,1510200,373.1779710,151.02,318.679993,351.179993,32.5,338.049553,11.612914,1504465.412977
Elevation,Forest Service Wilderness Areas,Bald Knob Wilderness,26220,23598000,5831.1837900,2359.80,120.300003,297.690002,177.389999,178.692433,27.473537,23592594.596893
Elevation,Forest Service Wilderness Areas,Barbours Creek Wilderness,24782,22303800,5511.3804990,2230.38,502.630005,1163.280029,660.650024,770.966278,164.308482,22297938.505662
Elevation,Forest Service Wilderness Areas,Bay Creek Wilderness,12421,11178900,2762.3620845,1117.89,157.259995,243.949997,86.690002,200.140692,17.430531,11170089.578802
Elevation,Forest Service Wilderness Areas,Beartown Wilderness,25246,22721400,5614.5715470,2272.14,712.98999,1432.52002,719.530029,1127.387575,175.727641,22713553.219524
Elevation,Forest Service Wilderness Areas,Beaver Creek Wilderness,21819,19637100,4852.4255955,1963.71,220.059998,391.529999,171.470001,292.624808,30.029549,19644522.266469
Elevation,Forest Service Wilderness Areas,Big Branch Wilderness,30254,27228600,6728.3232030,2722.86,299.480011,930.320007,630.839996,681.89519,148.203351,27215287.546814
Elevation,Forest Service Wilderness Areas,Big Draft Wilderness,23134,20820600,5144.8743630,2082.06,544.52002,950.440002,405.919983,753.823055,93.708484,20829020.825377
Elevation,Forest Service Wilderness Areas,Big Island Lake Wilderness,25763,23186700,5729.5495035,2318.67,222.520004,274.950012,52.430008,244.331445,7.83783,23181142.160588
Elevation,Forest Service Wilderness Areas,Blackjack Springs Wilderness,26595,23935500,5914.5817275,2393.55,497.51001,555.039978,57.529968,519.938266,11.275515,23926981.998344
Elevation,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,4938072,4444264800,1098200.0534040,444426.48,334,701.419983,367.419983,472.19941,64.123594,4446640502.385940
Elevation,Forest Service Wilderness Areas,Breadloaf Wilderness,112338,101104200,24983.3533410,10110.42,352.899994,1158.300049,805.400055,739.079877,142.274807,101111910.561700
Elevation,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16873,15185700,3752.4623985,1518.57,157.770004,707.22998,549.459976,528.336783,119.279335,15176924.560965
Elevation,Forest Service Wilderness Areas,Brush Mountain East Wilderness,16842,15157800,3745.5681690,1515.78,458.640015,943.73999,485.099976,618.903056,105.516197,15156386.407373
Elevation,Forest Service Wilderness Areas,Brush Mountain Wilderness,21555,19399500,4793.7134475,1939.95,503.720001,919.73999,416.019989,674.714387,101.835838,19404389.446175
Elevation,Forest Service Wilderness Areas,Burden Falls Wilderness,16806,15125400,3737.5619670,1512.54,116.360001,244.800003,128.440002,162.118808,25.543171,15134251.243920
Elevation,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50522,45469800,11235.8149290,4546.98,246.320007,884.059998,637.73999,563.873505,108.37567,45467081.802363
Elevation,Forest Service Wilderness Areas,Charles C. Deam Wilderness,56372,50734800,12536.8227540,5073.48,163.440002,276.200012,112.76001,218.188564,24.416268,50737520.221437
Elevation,Forest Service Wilderness Areas,Clear Springs Wilderness,21308,19177200,4738.7820060,1917.72,112.419998,269.850006,157.430008,186.809883,28.8371,19179631.258969
Elevation,Forest Service Wilderness Areas,Clifty Wilderness,56435,50791500,12550.8336075,5079.15,218.619995,392.019989,173.399994,317.129989,36.191054,50790844.685120
Elevation,Forest Service Wilderness Areas,Cranberry Wilderness,214690,193221000,47745.8752050,19322.10,706.719971,1399.530029,692.810059,1108.965505,127.659096,193204860.120276
Elevation,Forest Service Wilderness Areas,Delirium Wilderness,53733,48359700,11949.9236685,4835.97,194.130005,238,43.869995,217.095416,6.104934,48368648.243970
Elevation,Forest Service Wilderness Areas,Dolly Sods Wilderness,79941,71946900,17778.4387245,7194.69,795.960022,1272.550049,476.590027,1141.909458,80.525234,71939581.033790
