Region,Region_Name,CL_Category,Exc,Percentage,Count
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),-1,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),0,2.045766108,388
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),1,3.917536645,743
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),4,27.02203944,5125
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),5,67.01465781,12710
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),15,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),16,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-15,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-14,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-13,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-10,11.94242328,2265
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-9,42.24401561,8012
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-8,45.08594327,8551
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-5,0.727617842,138
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),-1,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),0,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),1,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),16,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-23,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-22,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-21,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-20,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-19,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-18,30.20141305,5728
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-17,69.0709691,13100
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-16,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-15,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-14,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-13,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-8,0.727617842,138
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),-1,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),0,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),1,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),2,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-20,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-19,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-18,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-17,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-16,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-15,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-14,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-13,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-4,0.005272593,1
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-3,0.010545186,2
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-2,23.81103026,4516
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),-1,22.4190657,4252
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),0,34.14004007,6475
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),1,11.28862174,2141
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),2,8.325424444,1579
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),3,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),4,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),6,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),7,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),12,0,0
Forest Service Wilderness Areas,Raccoon Branch Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),-1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),0,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),5,99.47480716,30305
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),6,0.525192844,160
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),15,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),16,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-15,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-14,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-9,99.86541933,30424
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-6,0.105038569,32
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-5,0.029542097,9
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),-1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),0,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),16,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-23,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-22,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-21,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-20,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-19,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-18,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-17,99.36976859,30273
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-16,0.495650747,151
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-15,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-14,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-12,0.105038569,32
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-11,0.029542097,9
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),-1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),0,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,C (Max Max),10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-20,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-19,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-18,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-17,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-16,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-15,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-14,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-13,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-3,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-2,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),-1,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),0,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),1,73.46463154,22381
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),2,4.286886591,1306
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),3,22.24848186,6778
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),4,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),5,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),6,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),7,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),8,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),9,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),10,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),11,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),12,0,0
Forest Service Wilderness Areas,Rainbow Lake Wilderness,D (Min Max),13,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-12,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-11,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-10,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-9,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-8,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-7,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-6,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-5,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-4,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-3,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-2,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),-1,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),0,1.741464758,506
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),1,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),2,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),3,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),4,98.25853524,28550
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),5,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),6,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),7,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),8,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),9,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),10,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),11,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),12,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),13,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),14,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),15,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),16,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),17,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-15,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-14,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-13,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-12,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-11,47.00578194,13658
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-10,52.62940529,15292
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-9,0.364812775,106
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-8,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-7,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-6,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-5,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-4,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-3,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-2,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),-1,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),0,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),1,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),2,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),3,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),4,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),5,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),6,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),7,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),8,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),9,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),10,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),11,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),12,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),13,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),14,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),15,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),16,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-23,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-22,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-21,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-20,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-19,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-18,99.99655837,29055
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-17,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-16,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-15,0.00344163,1
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-14,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-13,0,0
Forest Service Wilderness Areas,Ramseys Draft Wilderness,C (Max Max),-12,0,0
