ANALYSIS,Region,Region_Name,CL_Category,COUNT,AREA_M2,MIN,MAX,RANGE,MEAN,STD,SUM,AREA_HA,AREA_ACRES
high_IV_WOI,Forest Service Admin Areas,Daniel Boone National Forest,C (Max Max),7456917,6711225300,6.5,26,19.5,25.894709,1.233756,193094694.8,671122.53,1658377.328
high_IV_WOI,Forest Service Admin Areas,George Washington and Jefferson National Forest,C (Max Max),12272660,11045394000,6.75,26,19.25,25.353912,2.208478,311159945.3,1104539.4,2729372.084
high_IV_WOI,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,C (Max Max),3451563,3106406700,15,26,11,20.85808,3.396192,71992978.54,310640.67,767608.6276
high_IV_WOI,Forest Service Admin Areas,Hiawatha National Forest,C (Max Max),4971268,4474141200,7,26,19,20.220793,3.480253,100522981.5,447414.12,1105582.661
high_IV_WOI,Forest Service Admin Areas,Hoosier National Forest,C (Max Max),2124016,1911614400,6.75,26,19.25,25.996968,0.219653,55217975.5,191161.44,472369.4763
high_IV_WOI,Forest Service Admin Areas,Huron-Manistee National Forest,C (Max Max),6356028,5720425200,7,26,19,23.765843,3.487385,151056362.6,572042.52,1413545.669
high_IV_WOI,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,C (Max Max),424628,382165200,6.75,26,19.25,25.983642,0.500622,11033382,38216.52,94434.93175
high_IV_WOI,Forest Service Admin Areas,Midewin National Tallgrass Prairie,C (Max Max),28426,25583400,18,26,8,25.312179,2.242648,719524,2558.34,6321.786057
high_IV_WOI,Forest Service Admin Areas,Monongahela National Forest,C (Max Max),6847312,6162580800,17.25,26,8.75,21.516476,3.928391,147330023.8,616258.08,1522804.529
high_IV_WOI,Forest Service Admin Areas,Ottawa National Forest,C (Max Max),6371349,5734214100,7,26,19,24.449263,2.397789,155774790,573421.41,1416952.975
high_IV_WOI,Forest Service Admin Areas,Shawnee National Forest,C (Max Max),2152014,1936812600,12.5,26,13.5,25.926589,0.763446,55794382.75,193681.26,478596.0775
high_IV_WOI,Forest Service Admin Areas,Superior National Forest,C (Max Max),14802092,13321882800,7,26,19,20.954843,0.793441,310175506.8,1332188.28,3291903.849
high_IV_WOI,Forest Service Admin Areas,Wayne National Forest,C (Max Max),3001786,2701607400,12.5,26,13.5,25.999763,0.054605,78045725,270160.74,667580.6966
high_IV_WOI,Forest Service Admin Areas,White Mountain National Forest,C (Max Max),4049767,3644790300,15,26,11,21.311189,3.403981,86305350.04,364479.03,900645.9071
high_IV_WOI,Forest Service Admin Areas,Allegheny National Forest,D (Min Max),3131455,2818309500,6.5,12.5,6,7.03093,0.405027,22017040.75,281830.95,696418.369
high_IV_WOI,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,D (Min Max),7881826,7093643400,5.75,13.25,7.5,7.050652,0.568865,55572010.5,709364.34,1752874.752
high_IV_WOI,Forest Service Admin Areas,Chippewa National Forest,D (Min Max),5204901,4684410900,5.75,13.25,7.5,7.429924,1.071559,38672017.5,468441.09,1157541.355
high_IV_WOI,Forest Service Admin Areas,Daniel Boone National Forest,D (Min Max),7456917,6711225300,6.5,14,7.5,7.428727,1.060431,55395398,671122.53,1658377.328
high_IV_WOI,Forest Service Admin Areas,George Washington and Jefferson National Forest,D (Min Max),12272660,11045394000,5.75,18,12.25,8.217448,1.671241,100849944.5,1104539.4,2729372.084
high_IV_WOI,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,D (Min Max),3451563,3106406700,5.75,18,12.25,6.946491,0.522007,23976250.75,310640.67,767608.6276
high_IV_WOI,Forest Service Admin Areas,Hiawatha National Forest,D (Min Max),4971268,4474141200,5.75,26,20.25,7.157423,0.872223,35581469.75,447414.12,1105582.661
high_IV_WOI,Forest Service Admin Areas,Hoosier National Forest,D (Min Max),2124016,1911614400,6.75,18,11.25,8.60008,2.110388,18266706.5,191161.44,472369.4763
high_IV_WOI,Forest Service Admin Areas,Huron-Manistee National Forest,D (Min Max),6356028,5720425200,5.75,26,20.25,7.334056,1.568188,46615462.25,572042.52,1413545.669
high_IV_WOI,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,D (Min Max),424628,382165200,6.75,18,11.25,6.965473,1.032337,2957735,38216.52,94434.93175
high_IV_WOI,Forest Service Admin Areas,Midewin National Tallgrass Prairie,D (Min Max),28426,25583400,7,18,11,10.875396,3.75804,309144,2558.34,6321.786057
high_IV_WOI,Forest Service Admin Areas,Monongahela National Forest,D (Min Max),6847312,6162580800,5.75,18,12.25,7.634409,1.270207,52275179.5,616258.08,1522804.529
high_IV_WOI,Forest Service Admin Areas,Ottawa National Forest,D (Min Max),6371349,5734214100,5.75,26,20.25,7.085981,0.368629,45147259,573421.41,1416952.975
high_IV_WOI,Forest Service Admin Areas,Shawnee National Forest,D (Min Max),2152014,1936812600,6.75,18,11.25,8.974609,1.793919,19313484.75,193681.26,478596.0775
high_IV_WOI,Forest Service Admin Areas,Superior National Forest,D (Min Max),14802092,13321882800,5.75,12.5,6.75,6.961314,0.563238,103042012.3,1332188.28,3291903.849
high_IV_WOI,Forest Service Admin Areas,Wayne National Forest,D (Min Max),3001786,2701607400,6.5,18,11.5,7.943313,2.215999,23844125.5,270160.74,667580.6966
high_IV_WOI,Forest Service Admin Areas,White Mountain National Forest,D (Min Max),4049767,3644790300,5.75,12.5,6.75,6.488093,0.641267,26275265.5,364479.03,900645.9071
high_IV_WOI,Forest Service Wilderness Areas,Allegheny Islands Wilderness,A (Min Min),1254,1128600,3,7,4,6.362041467,1.464528266,7978,112.86,278.882703
high_IV_WOI,Forest Service Wilderness Areas,Bald Knob Wilderness,A (Min Min),21834,19650600,3,7,4,3.002748008,0.104806866,65562,1965.06,4855.761513
high_IV_WOI,Forest Service Wilderness Areas,Barbours Creek Wilderness,A (Min Min),19552,17596800,3,7,4,3.154932999,0.746731719,61685.25,1759.68,4348.257264
high_IV_WOI,Forest Service Wilderness Areas,Bay Creek Wilderness,A (Min Min),11497,10347300,3,7,4,6.449095416,1.175410765,74145.25,1034.73,2556.869567
high_IV_WOI,Forest Service Wilderness Areas,Beartown Wilderness,A (Min Min),25023,22520700,3,7,4,3.097859969,0.598329139,77517.75,2252.07,5564.977574
high_IV_WOI,Forest Service Wilderness Areas,Beaver Creek Wilderness,A (Min Min),20126,18113400,3,7,4,3.00755242,0.173645155,60530,1811.34,4475.911707
high_IV_WOI,Forest Service Wilderness Areas,Big Branch Wilderness,A (Min Min),30234,27210600,3,3,0,3,0,90702,2721.06,6723.875313
high_IV_WOI,Forest Service Wilderness Areas,Big Draft Wilderness,A (Min Min),21973,19775700,3,12.5,9.5,3.92107359,1.708028544,86157.75,1977.57,4886.674349
high_IV_WOI,Forest Service Wilderness Areas,Big Island Lake Wilderness,A (Min Min),20994,18894600,3,5.400000095,2.400000095,3.234238362,0.706936678,67899.60018,1889.46,4668.950133
high_IV_WOI,Forest Service Wilderness Areas,Blackjack Springs Wilderness,A (Min Min),24078,21670200,3,5.75,2.75,3.307573303,0.828739765,79639.75,2167.02,5354.814771
high_IV_WOI,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,A (Min Min),3646001,3281400900,3,7,4,3.444778265,0.940879816,12559665,328140.09,810850.5694
high_IV_WOI,Forest Service Wilderness Areas,Breadloaf Wilderness,A (Min Min),112231,101007900,3,7,4,3.000071282,0.01688553,336701,10100.79,24959.55713
high_IV_WOI,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,A (Min Min),16590,14931000,3,7,4,3.140807715,0.513534313,52106,1493.1,3689.524755
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain East Wilderness,A (Min Min),15051,13545900,3,7,4,3.275313933,0.97858372,49296.75,1354.59,3347.25962
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain Wilderness,A (Min Min),19971,17973900,3,12.5,9.5,3.378373642,1.130126829,67469.5,1797.39,4441.44056
high_IV_WOI,Forest Service Wilderness Areas,Burden Falls Wilderness,A (Min Min),14721,13248900,3,7,4,5.237466884,1.944485245,77100.75,1324.89,3273.869435
high_IV_WOI,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,A (Min Min),50346,45311400,3,3,0,3,0,151038,4531.14,11196.6735
high_IV_WOI,Forest Service Wilderness Areas,Charles C. Deam Wilderness,A (Min Min),54168,48751200,3,7,4,3.001624575,0.080595672,162592,4875.12,12046.66528
high_IV_WOI,Forest Service Wilderness Areas,Clear Springs Wilderness,A (Min Min),18590,16731000,3,3,0,3,0,55770,1673.1,4134.313755
high_IV_WOI,Forest Service Wilderness Areas,Clifty Wilderness,A (Min Min),44134,39720600,3,3,0,3,0,132402,3972.06,9815.158863
high_IV_WOI,Forest Service Wilderness Areas,Cranberry Wilderness,A (Min Min),213699,192329100,3,7,4,3.038296857,0.389513514,649281,19232.91,47525.48226
high_IV_WOI,Forest Service Wilderness Areas,Delirium Wilderness,A (Min Min),44197,39777300,3,5,2,3.633300903,0.9303396,160581,3977.73,9829.169717
high_IV_WOI,Forest Service Wilderness Areas,Dolly Sods Wilderness,A (Min Min),74093,66683700,3,7,4,3.304590177,1.060936159,244847,6668.37,16477.87569
high_IV_WOI,Forest Service Wilderness Areas,Garden Mountain Wilderness,A (Min Min),14948,13453200,3,7,4,3.375602087,1.127227586,50458.5,1345.32,3324.352986
high_IV_WOI,Forest Service Wilderness Areas,Garden of the Gods Wilderness,A (Min Min),16121,14508900,3,7,4,6.652564977,0.886502053,107246,1450.89,3585.221735
high_IV_WOI,Forest Service Wilderness Areas,George D. Aiken Wilderness,A (Min Min),21211,19089900,3,7,4,3.004808826,0.127997878,63735,1908.99,4717.20974
high_IV_WOI,Forest Service Wilderness Areas,Glastenbury Wilderness,A (Min Min),100221,90198900,3,7,4,3.018958103,0.20087464,302563,9019.89,22288.59918
high_IV_WOI,Forest Service Wilderness Areas,Great Gulf Wilderness,A (Min Min),18718,16846200,3,3,0,3,0,56154,1684.62,4162.780251
high_IV_WOI,Forest Service Wilderness Areas,Headwaters Wilderness,A (Min Min),94429,84986100,3,5.75,2.75,3.511617194,1.069670219,331598.5,8498.61,21000.49024
high_IV_WOI,Forest Service Wilderness Areas,Hickory Creek Wilderness,A (Min Min),38376,34538400,3,7,4,3.0068793,0.16574038,115392,3453.84,8534.611332
high_IV_WOI,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,A (Min Min),16682,15013800,3,3,0,3,0,50046,1501.38,3709.985049
high_IV_WOI,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,A (Min Min),38035,34231500,3,11,8,3.418660444,1.196478535,130028.75,3423.15,8458.774808
high_IV_WOI,Forest Service Wilderness Areas,James River Face Wilderness,A (Min Min),33400,30060000,3,6.75,3.75,3.013023952,0.22061323,100635,3006,7427.9763
high_IV_WOI,Forest Service Wilderness Areas,Joseph Battell Wilderness,A (Min Min),55419,49877100,3,7,4,3.000649597,0.050970235,166293,4987.71,12324.8808
high_IV_WOI,Forest Service Wilderness Areas,Kimberling Creek Wilderness,A (Min Min),26583,23924700,3,7,4,3.395008088,1.151472295,90249.5,2392.47,5911.912994
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork North Wilderness,A (Min Min),27060,24354000,3,7,4,3.074796748,0.54184171,83204,2435.4,6017.99517
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork South Wilderness,A (Min Min),25994,23394600,3,7,4,3.150342387,0.760767188,81890,2339.46,5780.922633
high_IV_WOI,Forest Service Wilderness Areas,Lewis Fork Wilderness,A (Min Min),26672,24004800,3,3,0,3,0,80016,2400.48,5931.706104
high_IV_WOI,Forest Service Wilderness Areas,Little Dry Run Wilderness,A (Min Min),12758,11482200,3,8.5,5.5,3.75466374,1.503737375,47902,1148.22,2837.309031
high_IV_WOI,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,A (Min Min),23793,21413700,3,6.75,3.75,3.000157609,0.024310704,71382.75,2141.37,5291.432339
high_IV_WOI,Forest Service Wilderness Areas,Lusk Creek Wilderness,A (Min Min),24856,22370400,3,7,4,5.885832395,1.696910216,146298.25,2237.04,5527.837692
high_IV_WOI,Forest Service Wilderness Areas,Lye Brook Wilderness,A (Min Min),80981,72882900,3,7,4,3.017534977,0.190897579,244363,7288.29,18009.729
high_IV_WOI,Forest Service Wilderness Areas,Mackinac Wilderness,A (Min Min),47500,42750000,3,5,2,3.267410526,0.680670745,155202,4275,10563.73875
high_IV_WOI,Forest Service Wilderness Areas,McCormick Wilderness,A (Min Min),72136,64922400,3,5,2,3.150715316,0.527935152,227280,6492.24,16042.64965
high_IV_WOI,Forest Service Wilderness Areas,Mountain Lake Wilderness,A (Min Min),71755,64579500,3,12.5,9.5,4.115587764,1.710336739,295314,6457.95,15957.91735
high_IV_WOI,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,A (Min Min),10042,9037800,3,7,4,5.244373631,1.416475843,52664,903.78,2233.285569
high_IV_WOI,Forest Service Wilderness Areas,Otter Creek Wilderness,A (Min Min),92375,83137500,3,7,4,3.155410014,0.772973338,291481,8313.75,20543.69194
high_IV_WOI,Forest Service Wilderness Areas,Panther Den Wilderness,A (Min Min),4120,3708000,3,3,0,3,0,12360,370.8,916.26534
high_IV_WOI,Forest Service Wilderness Areas,Pemigewasset Wilderness,A (Min Min),204675,184207500,3,7,4,3.000195432,0.027958701,614065,18420.75,45518.59429
high_IV_WOI,Forest Service Wilderness Areas,Peru Peak Wilderness,A (Min Min),34953,31457700,3,5,2,3.001316053,0.051287172,104905,3145.77,7773.354959
high_IV_WOI,Forest Service Wilderness Areas,Peters Mountain Wilderness,A (Min Min),18362,16525800,3,11,8,4.542206731,1.850240563,83404,1652.58,4083.607809
high_IV_WOI,Forest Service Wilderness Areas,Porcupine Lake Wilderness,A (Min Min),18212,16390800,3,3,0,3,0,54636,1639.08,4050.248634
high_IV_WOI,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,A (Min Min),121345,109210500,3,3,0,3,0,364035,10921.05,26986.4606
high_IV_WOI,Forest Service Wilderness Areas,Priest Wilderness,A (Min Min),26190,23571000,3,6.75,3.75,3.006586483,0.157022072,78742.5,2357.1,5824.511955
high_IV_WOI,Forest Service Wilderness Areas,Raccoon Branch Wilderness,A (Min Min),18966,17069400,3,7,4,3.223663398,0.888183879,61140,1706.94,4217.934087
high_IV_WOI,Forest Service Wilderness Areas,Rainbow Lake Wilderness,A (Min Min),30465,27418500,3,3,0,3,0,91395,2741.85,6775.248443
high_IV_WOI,Forest Service Wilderness Areas,Ramseys Draft Wilderness,A (Min Min),29056,26150400,3,7,4,3.06589861,0.495128149,89082.75,2615.04,6461.894592
high_IV_WOI,Forest Service Wilderness Areas,Rich Hole Wilderness,A (Min Min),26467,23820300,3,7,4,3.554029546,1.319495587,94064.5,2382.03,5886.115232
high_IV_WOI,Forest Service Wilderness Areas,Roaring Plains West Wilderness,A (Min Min),28883,25994700,3,7,4,3.024382855,0.310564032,87353.25,2599.47,6423.420344
high_IV_WOI,Forest Service Wilderness Areas,Rock River Canyon Wilderness,A (Min Min),23291,20961900,3,5.400000095,2.400000095,3.01676184,0.193937596,70263.40001,2096.19,5179.7903
high_IV_WOI,Forest Service Wilderness Areas,Rough Mountain Wilderness,A (Min Min),31500,28350000,3,12.5,9.5,4.496190476,1.821424899,141630,2835,7005.42675
high_IV_WOI,Forest Service Wilderness Areas,Round Island Wilderness,A (Min Min),1357,1221300,3,8.5,5.5,7.065585851,0.455590719,9588,122.13,301.7893365
high_IV_WOI,Forest Service Wilderness Areas,Saint Mary's Wilderness,A (Min Min),42316,38084400,3,7,4,3.264716656,0.955898422,138149.75,3808.44,9410.845662
high_IV_WOI,Forest Service Wilderness Areas,Sandwich Range Wilderness,A (Min Min),158091,142281900,3,7,4,3.000177113,0.026616186,474301,14228.19,35158.5689
high_IV_WOI,Forest Service Wilderness Areas,Shawvers Run Wilderness,A (Min Min),25907,23316300,3,7,4,3.402738642,1.16114792,88154.75,2331.63,5761.574312
high_IV_WOI,Forest Service Wilderness Areas,Spice Run Wilderness,A (Min Min),26885,24196500,3,11,8,4.228835782,1.782588203,113692.25,2419.65,5979.076133
high_IV_WOI,Forest Service Wilderness Areas,Stone Mountain Wilderness,A (Min Min),14357,12921300,3,3,0,3,0,43071,1292.13,3192.917837
high_IV_WOI,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,A (Min Min),73597,66237300,3,5.75,2.75,3.034335639,0.289002088,223318,6623.73,16367.56802
high_IV_WOI,Forest Service Wilderness Areas,Sylvania Wilderness,A (Min Min),64084,57675600,3,5,2,3.126708695,0.487198416,200372,5767.56,14251.92914
high_IV_WOI,Forest Service Wilderness Areas,Three Ridges Wilderness,A (Min Min),19759,17783100,3,7,4,3.000607318,0.049283911,59289,1778.31,4394.292926
high_IV_WOI,Forest Service Wilderness Areas,Thunder Ridge Wilderness,A (Min Min),10586,9527400,3,3,0,3,0,31758,952.74,2354.268177
high_IV_WOI,Forest Service Wilderness Areas,Whisker Lake Wilderness,A (Min Min),30122,27109800,3,5.75,2.75,3.102275745,0.492304382,93446.75,2710.98,6698.967129
high_IV_WOI,Forest Service Wilderness Areas,Wild River Wilderness,A (Min Min),107124,96411600,3,7,4,3.000298719,0.034565702,321404,9641.16,23823.78842
high_IV_WOI,Forest Service Wilderness Areas,Allegheny Islands Wilderness,B (Max Min),1254,1128600,18.5,18.5,0,18.5,0,23199,112.86,278.882703
high_IV_WOI,Forest Service Wilderness Areas,Bald Knob Wilderness,B (Max Min),21834,19650600,14.5,18.5,4,18.162545,1.111731,396561,1965.06,4855.761513
high_IV_WOI,Forest Service Wilderness Areas,Barbours Creek Wilderness,B (Max Min),19552,17596800,14,18.5,4.5,18.469658,0.327294,361118.75,1759.68,4348.257264
high_IV_WOI,Forest Service Wilderness Areas,Bay Creek Wilderness,B (Max Min),11497,10347300,18.5,18.5,0,18.5,0,212694.5,1034.73,2556.869567
high_IV_WOI,Forest Service Wilderness Areas,Beartown Wilderness,B (Max Min),25023,22520700,11,18.5,7.5,13.64114,3.079766,341342.25,2252.07,5564.977574
high_IV_WOI,Forest Service Wilderness Areas,Beaver Creek Wilderness,B (Max Min),20126,18113400,6.75,18.5,11.75,18.480734,0.475401,371943.25,1811.34,4475.911707
high_IV_WOI,Forest Service Wilderness Areas,Big Branch Wilderness,B (Max Min),30234,27210600,11,18.5,7.5,12.311967,2.809806,372240,2721.06,6723.875313
high_IV_WOI,Forest Service Wilderness Areas,Big Draft Wilderness,B (Max Min),21973,19775700,17.25,18.5,1.25,17.736165,0.609385,389716.75,1977.57,4886.674349
high_IV_WOI,Forest Service Wilderness Areas,Big Island Lake Wilderness,B (Max Min),20994,18894600,9,11,2,10.801658,0.597783,226770,1889.46,4668.950133
high_IV_WOI,Forest Service Wilderness Areas,Blackjack Springs Wilderness,B (Max Min),24078,21670200,15,18.5,3.5,16.854533,0.97758,405823.4505,2167.02,5354.814771
high_IV_WOI,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,B (Max Min),3646001,3281400900,5,15.3,10.3,15.17666,0.564972,55334117.25,328140.09,810850.5694
high_IV_WOI,Forest Service Wilderness Areas,Breadloaf Wilderness,B (Max Min),112231,101007900,11,18.5,7.5,11.295832,0.886698,1267742.5,10100.79,24959.55713
high_IV_WOI,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,B (Max Min),16590,14931000,11,18.5,7.5,14.078433,2.814819,233561.2001,1493.1,3689.524755
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain East Wilderness,B (Max Min),15051,13545900,14.5,18.5,4,17.107418,1.751458,257483.75,1354.59,3347.25962
high_IV_WOI,Forest Service Wilderness Areas,Brush Mountain Wilderness,B (Max Min),19971,17973900,14.5,18.5,4,17.302827,1.405174,345554.75,1797.39,4441.44056
high_IV_WOI,Forest Service Wilderness Areas,Burden Falls Wilderness,B (Max Min),14721,13248900,18.5,18.5,0,18.5,0,272338.5,1324.89,3273.869435
high_IV_WOI,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,B (Max Min),50346,45311400,11,18.5,7.5,15.321414,2.078763,771371.9001,4531.14,11196.6735
high_IV_WOI,Forest Service Wilderness Areas,Charles C. Deam Wilderness,B (Max Min),54168,48751200,7,18.5,11.5,18.498726,0.121026,1002039,4875.12,12046.66528
high_IV_WOI,Forest Service Wilderness Areas,Clear Springs Wilderness,B (Max Min),18590,16731000,14.5,18.5,4,17.966165,1.36028,333991,1673.1,4134.313755
high_IV_WOI,Forest Service Wilderness Areas,Clifty Wilderness,B (Max Min),44134,39720600,6.75,18.5,11.75,16.169382,4.685401,713619.5,3972.06,9815.158863
high_IV_WOI,Forest Service Wilderness Areas,Cranberry Wilderness,B (Max Min),213699,192329100,11,18.5,7.5,11.062506,0.607344,2364046.5,19232.91,47525.48226
high_IV_WOI,Forest Service Wilderness Areas,Delirium Wilderness,B (Max Min),44197,39777300,9,11,2,10.366699,0.93034,458177,3977.73,9829.169717
high_IV_WOI,Forest Service Wilderness Areas,Dolly Sods Wilderness,B (Max Min),74093,66683700,11,18.5,7.5,12.720517,2.369848,942501.25,6668.37,16477.87569
high_IV_WOI,Forest Service Wilderness Areas,Garden Mountain Wilderness,B (Max Min),14948,13453200,17.25,18.5,1.25,18.039152,0.603058,269649.25,1345.32,3324.352986
high_IV_WOI,Forest Service Wilderness Areas,Garden of the Gods Wilderness,B (Max Min),16121,14508900,18.5,18.5,0,18.5,0,298238.5,1450.89,3585.221735
high_IV_WOI,Forest Service Wilderness Areas,George D. Aiken Wilderness,B (Max Min),21211,19089900,11,13.25,2.25,11.01082,0.155652,233550.5,1908.99,4717.20974
high_IV_WOI,Forest Service Wilderness Areas,Glastenbury Wilderness,B (Max Min),100221,90198900,11,18.5,7.5,11.838627,2.28707,1186479,9019.89,22288.59918
high_IV_WOI,Forest Service Wilderness Areas,Great Gulf Wilderness,B (Max Min),18718,16846200,11,14,3,11.051328,0.345983,206858.75,1684.62,4162.780251
high_IV_WOI,Forest Service Wilderness Areas,Headwaters Wilderness,B (Max Min),94429,84986100,15,18.5,3.5,17.037382,1.307225,1608822.902,8498.61,21000.49024
high_IV_WOI,Forest Service Wilderness Areas,Hickory Creek Wilderness,B (Max Min),38376,34538400,18.5,18.5,0,18.5,0,709956,3453.84,8534.611332
high_IV_WOI,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,B (Max Min),16682,15013800,9,11,2,10.907685,0.419652,181962,1501.38,3709.985049
high_IV_WOI,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,B (Max Min),38035,34231500,17.25,18.5,1.25,18.245826,0.503103,693980,3423.15,8458.774808
high_IV_WOI,Forest Service Wilderness Areas,James River Face Wilderness,B (Max Min),33400,30060000,11,18.5,7.5,18.136407,1.139774,605756,3006,7427.9763
high_IV_WOI,Forest Service Wilderness Areas,Joseph Battell Wilderness,B (Max Min),55419,49877100,11,14,3,11.103868,0.523323,615365.25,4987.71,12324.8808
high_IV_WOI,Forest Service Wilderness Areas,Kimberling Creek Wilderness,B (Max Min),26583,23924700,17.25,18.5,1.25,18.165106,0.553592,482883,2392.47,5911.912994
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork North Wilderness,B (Max Min),27060,24354000,11,18.5,7.5,11.861419,2.391359,320970,2435.4,6017.99517
high_IV_WOI,Forest Service Wilderness Areas,Laurel Fork South Wilderness,B (Max Min),25994,23394600,11,11,0,11,0,285934,2339.46,5780.922633
high_IV_WOI,Forest Service Wilderness Areas,Lewis Fork Wilderness,B (Max Min),26672,24004800,11,18.5,7.5,11.080984,0.775126,295552,2400.48,5931.706104
high_IV_WOI,Forest Service Wilderness Areas,Little Dry Run Wilderness,B (Max Min),12758,11482200,17.25,18.5,1.25,17.831106,0.623457,227489.25,1148.22,2837.309031
high_IV_WOI,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,B (Max Min),23793,21413700,11,18.5,7.5,13.369163,2.755733,318092.5,2141.37,5291.432339
high_IV_WOI,Forest Service Wilderness Areas,Lusk Creek Wilderness,B (Max Min),24856,22370400,18.5,18.5,0,18.5,0,459836,2237.04,5527.837692
high_IV_WOI,Forest Service Wilderness Areas,Lye Brook Wilderness,B (Max Min),80981,72882900,11,18.5,7.5,11.507601,1.882997,931897,7288.29,18009.729
high_IV_WOI,Forest Service Wilderness Areas,Mackinac Wilderness,B (Max Min),47500,42750000,9,11,2,10.709179,0.705029,508686,4275,10563.73875
high_IV_WOI,Forest Service Wilderness Areas,McCormick Wilderness,B (Max Min),72136,64922400,15,17.25,2.25,15.728262,0.992948,1134573.903,6492.24,16042.64965
high_IV_WOI,Forest Service Wilderness Areas,Mountain Lake Wilderness,B (Max Min),71755,64579500,17.25,18.5,1.25,18.267368,0.48649,1310775,6457.95,15957.91735
high_IV_WOI,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,B (Max Min),10042,9037800,5,18.5,13.5,17.621788,3.15595,176958,903.78,2233.285569
high_IV_WOI,Forest Service Wilderness Areas,Otter Creek Wilderness,B (Max Min),92375,83137500,11,18.5,7.5,13.245023,3.391552,1223509,8313.75,20543.69194
high_IV_WOI,Forest Service Wilderness Areas,Panther Den Wilderness,B (Max Min),4120,3708000,18.5,18.5,0,18.5,0,76220,370.8,916.26534
high_IV_WOI,Forest Service Wilderness Areas,Pemigewasset Wilderness,B (Max Min),204675,184207500,9,18.5,9.5,11.42453,1.193119,2338315.75,18420.75,45518.59429
high_IV_WOI,Forest Service Wilderness Areas,Peru Peak Wilderness,B (Max Min),34953,31457700,11,13.25,2.25,11.012553,0.167588,384921.75,3145.77,7773.354959
high_IV_WOI,Forest Service Wilderness Areas,Peters Mountain Wilderness,B (Max Min),18362,16525800,17.25,18.5,1.25,18.492103,0.099038,339552,1652.58,4083.607809
high_IV_WOI,Forest Service Wilderness Areas,Porcupine Lake Wilderness,B (Max Min),18212,16390800,15,18.5,3.5,18.415248,0.538004,335378.5,1639.08,4050.248634
high_IV_WOI,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,B (Max Min),121345,109210500,9,18.5,9.5,11.924645,1.966779,1446996,10921.05,26986.4606
high_IV_WOI,Forest Service Wilderness Areas,Priest Wilderness,B (Max Min),26190,23571000,11,18.5,7.5,17.142173,2.753934,448953.5,2357.1,5824.511955
high_IV_WOI,Forest Service Wilderness Areas,Raccoon Branch Wilderness,B (Max Min),18966,17069400,14,18.5,4.5,17.64526,0.666527,334660,1706.94,4217.934087
high_IV_WOI,Forest Service Wilderness Areas,Rainbow Lake Wilderness,B (Max Min),30465,27418500,15,18.5,3.5,18.49529,0.128312,563459,2741.85,6775.248443
high_IV_WOI,Forest Service Wilderness Areas,Ramseys Draft Wilderness,B (Max Min),29056,26150400,17,18.5,1.5,18.495431,0.075518,537403.25,2615.04,6461.894592
high_IV_WOI,Forest Service Wilderness Areas,Rich Hole Wilderness,B (Max Min),26467,23820300,11,18.5,7.5,18.379567,0.755326,486452,2382.03,5886.115232
high_IV_WOI,Forest Service Wilderness Areas,Roaring Plains West Wilderness,B (Max Min),28883,25994700,11,18.5,7.5,12.361623,2.71538,357040.75,2599.47,6423.420344
high_IV_WOI,Forest Service Wilderness Areas,Rock River Canyon Wilderness,B (Max Min),23291,20961900,15,18.5,3.5,17.377184,0.689571,404732,2096.19,5179.7903
high_IV_WOI,Forest Service Wilderness Areas,Rough Mountain Wilderness,B (Max Min),31500,28350000,14.5,18.5,4,18.448802,0.248447,581137.25,2835,7005.42675
high_IV_WOI,Forest Service Wilderness Areas,Round Island Wilderness,B (Max Min),1357,1221300,7,11,4,8.055269,1.762806,10931,122.13,301.7893365
high_IV_WOI,Forest Service Wilderness Areas,Saint Mary's Wilderness,B (Max Min),42316,38084400,11,18.5,7.5,18.337254,0.522638,775959.25,3808.44,9410.845662
